"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.676536363E0,-1.028913736E0,1.103360462E1,-2.859123945E0
7.695879696E0,-1.794617027E-1,1.099053383E1,-2.627020121E0
7.715223029E0,2.392822690E-2,1.089721298E1,-2.722733021E0
7.734566363E0,-4.331009090E-1,1.148584747E1,-2.646162748E0
7.753909644E0,-2.464607358E-1,1.308664608E1,-4.060320854E0
7.773252977E0,-1.167697430E0,1.429741478E1,-4.474279404E0
7.792596311E0,-7.561319470E-1,1.367528057E1,-6.749853611E0
7.811939644E0,6.293123364E-1,1.320628738E1,-3.746861219E0
7.831282977E0,-8.877372146E-1,1.105992508E1,-2.976372242E0
7.850626311E0,-2.433500528E0,1.014347458E1,-5.275874615E0
7.869969644E0,-4.737788677E0,9.026025772E0,-4.591527462E0
7.889312977E0,-7.628318787E0,6.362814426E0,1.069890857E0
7.908656311E0,-9.159725189E0,4.223630905E0,5.985047817E-1
7.927999592E0,-7.666603565E0,3.460320711E0,5.458626747E-1
7.947342925E0,-7.527820110E0,2.792723179E0,3.539283752E0
7.966686258E0,-7.034898758E0,1.526919961E0,3.364607811E0
7.986029592E0,-5.694917679E0,1.112961650E0,1.763809443E0
8.005372925E0,-5.347958565E0,2.110768557E0,1.165603757E0
8.024716258E0,-6.666403770E0,3.443570852E0,-5.285146832E-1
8.044059592E0,-8.405985832E0,4.704588413E0,-2.454736948E0
8.063402873E0,-8.860622406E0,4.797908306E0,-2.167598248E0
8.082746206E0,-8.683553696E0,3.984348774E0,-9.281160831E-1
8.102089540E0,-7.269395351E0,4.001098633E0,-1.669891119E0
8.121432873E0,-4.462614059E0,6.121139526E0,-3.442673683E-1
8.140776206E0,-1.160519004E0,9.418449402E0,4.573282301E-1
8.160119540E0,-1.287338614E0,1.075125122E1,-5.644070506E-1
8.179462873E0,-2.809173822E0,1.027268696E1,-1.086042404E0
8.198806154E0,-2.120040894E0,1.034686375E1,-2.703590393E0
8.218149488E0,-6.293123364E-1,1.214865971E1,-3.017050266E0
8.237492821E0,-5.144568682E-1,1.295982647E1,-4.153641224E0
8.256836154E0,-2.632104978E-2,1.240229893E1,-1.791925073E0
8.276179488E0,9.667003751E-1,1.033489990E1,-2.602194622E-2
8.295522821E0,2.426322222E0,8.365607262E0,-9.424729943E-1
8.314866102E0,2.043470621E0,8.379963875E0,-3.866502285E0
8.334209436E0,1.818545163E-1,9.497411728E0,-4.043570995E0
8.353552769E0,-5.575276613E-1,9.447162628E0,-1.093220830E0
8.372896102E0,-9.284151793E-1,1.016740227E1,-3.107678294E-1
8.392239436E0,4.599005222E0,1.715683746E1,-3.045764208E0
8.411582769E0,1.605583954E1,2.209323120E1,1.663041687E1
8.430926050E0,3.682554007E0,7.197909832E0,-1.947458506E0
8.450269383E0,-6.338587284E0,2.558226585E0,-1.022183895E1
8.469612717E0,-6.924828529E0,4.044169426E0,-9.803094864E0
8.488956050E0,-1.066720295E1,8.478069305E0,-8.855537415E0
8.508299383E0,-1.324188042E1,1.062682438E1,-9.953843117E0
8.527642665E0,-7.489534855E0,8.425427437E0,-7.053741932E0
8.546985998E0,-2.663211584E0,8.248358727E0,-7.247261405E-1
8.566329331E0,3.132204771E0,1.027747250E1,2.816651344E0
8.585672665E0,7.111468792E0,1.103599739E1,-2.287239313E0
8.605015998E0,5.166104317E0,9.992726326E0,-3.777967930E0
8.624359279E0,-8.853443861E-1,8.588139534E0,-3.969393730E0
8.643702613E0,-4.587040901E0,8.391927719E0,-2.878266573E0
8.663045946E0,-5.168497086E0,8.202895164E0,-2.122134686E0
8.682389279E0,-4.307080746E0,8.236394882E0,-3.914358854E0
8.701732561E0,-4.450650215E-1,9.545269012E0,-3.844966888E0
8.721075894E0,2.206182480E0,1.004058266E1,-2.945265532E0
8.740419227E0,2.388036966E0,9.664909363E0,-1.559821248E0
8.759762561E0,2.488535494E-1,9.212666512E0,-1.100399256E0
8.779105894E0,-3.163311481E0,9.160024643E0,-2.287239313E0
8.798449175E0,-4.386044025E0,9.035597801E0,-3.399901867E0
8.817792508E0,-3.550948858E0,8.844171524E0,-3.115155935E0
8.837135842E0,-1.940579176E0,9.109774590E0,-2.997907639E0
8.856479175E0,-5.766702294E-1,9.751050949E0,-3.447758436E0
8.875822508E0,1.459621787E-1,1.053589725E1,-3.500400543E0
8.895165790E0,-3.158525825E-1,1.059332466E1,-3.500400543E0
8.914509123E0,-4.689932466E-1,1.077996540E1,-2.655734062E0
8.933852456E0,-4.283152521E-1,1.151934719E1,-2.215454578E0
8.953195790E0,-1.002592683E0,1.174427223E1,-2.823231697E0
8.972539071E0,-7.202396393E-1,1.145952702E1,-2.619841576E0
8.991882404E0,1.435693540E-2,1.222523022E1,-2.433201551E0
9.011225738E0,8.446664214E-1,1.472572994E1,-3.462115288E0
9.030569071E0,4.331009090E-1,1.655145264E1,-4.419244289E0
9.049912352E0,2.679961443E0,1.506790352E1,-4.629812717E0
9.069255686E0,3.924229145E0,1.112931728E1,-3.371187925E0
9.088599019E0,3.972085714E-1,1.081825066E1,-4.658526421E0
9.107942352E0,-5.402993679E0,9.947262764E0,-4.175176620E0
9.127285633E0,-8.159524918E0,8.123931885E0,-1.007079244E0
9.146628967E0,-1.075095177E1,5.637789249E0,-2.086242199E0
9.165972300E0,-1.190190029E1,3.919742584E0,-2.962015390E0
9.185315633E0,-1.113619614E1,2.328515530E0,1.641775489E0
9.204658915E0,-1.028674412E1,7.420741320E-1,2.201695919E0
9.224002248E0,-8.271987915E0,-2.093719784E-3,2.144268274E0
9.243345581E0,-5.852844238E0,-3.753740489E-1,2.996113062E0
9.262688915E0,-3.704089403E0,-2.222333997E-1,3.000898600E0
9.282032196E0,-3.385843992E0,7.396813035E-1,2.070090771E0
9.301375529E0,-5.575276852E0,2.383550406E0,-1.911267042E-1
9.320718863E0,-7.472784996E0,4.529912472E0,-3.098406315E0
9.340062144E0,-7.135396957E0,5.350650311E0,-1.449751377E0
9.359405477E0,-6.515655994E0,5.309972763E0,6.870391965E-1
9.378748811E0,-3.780659676E0,7.398906708E0,6.296114326E-1
9.398092144E0,-1.746760458E-1,1.083500004E1,-1.049850956E-1
9.417435425E0,9.786644578E-1,1.389781284E1,-1.892423630E0
9.436778758E0,-1.007378340E0,1.416102314E1,-3.311367512E0
9.456122092E0,-2.538784742E0,1.248365498E1,-3.962215185E0
9.475465425E0,-1.990828395E0,1.081585789E1,-3.447758436E0
9.494808706E0,-1.476371527E0,1.044736290E1,-2.093420744E0
9.514152040E0,-6.053841114E-1,1.065793133E1,-2.038385868E0
9.533495373E0,1.624726534E0,1.051675415E1,-1.803889155E0
9.552838654E0,2.718246460E0,8.791529655E0,-1.990529299E0
9.572181988E0,2.136790514E0,8.138288498E0,-2.351845503E0
9.591525321E0,4.402793646E-1,8.557032585E0,-1.571785331E0
9.610868602E0,-9.451649189E-1,1.025354385E1,-2.794517756E0
9.630211936E0,2.567498684E0,2.174627113E1,-5.237589836E0
9.649555269E0,1.103809071E1,2.253111649E1,1.742004776E1
9.668898550E0,2.591426849E0,5.345864773E0,1.876272082E0
9.688241883E0,-5.326423168E0,3.879363835E-1,-6.118148327E0
9.707585217E0,-6.553941250E0,2.933899641E0,-8.575576782E0
9.726928550E0,-1.263171101E1,9.566803932E0,-1.265294743E1
9.746271831E0,-1.635255051E1,1.227308655E1,-1.458156204E1
9.765615165E0,-7.252645493E0,7.573582649E0,-4.486243248E0
9.784958498E0,-1.203589797E0,7.284051418E0,1.364207983E0
9.804301779E0,3.302095175E0,1.020329475E1,1.529312730E0
9.823645113E0,7.499105930E0,1.198834038E1,-2.928515911E0
9.842988446E0,6.431907177E0,1.038514900E1,-4.077070713E0
9.862331727E0,2.991028428E-1,8.513961792E0,-3.529114246E0
9.881675061E0,-3.888336897E0,8.312965393E0,-2.813660383E0
9.901018394E0,-4.620540619E0,8.492426872E0,-2.062314034E0
9.920361675E0,-3.804588079E0,8.848957062E0,-3.378366470E0
9.939705008E0,-8.733802438E-1,9.588339806E0,-3.667897940E0
9.959048342E0,1.995614052E0,9.731908798E0,-2.753839731E0
9.978391623E0,2.823530674E0,9.578767776E0,-1.684248090E0
9.997734956E0,1.708475351E0,9.193523407E0,-1.610070586E0
1.001707829E1,-9.834501147E-1,9.174381256E0,-1.968993902E0
1.003642157E1,-3.943371773E0,9.432806015E0,-2.658126831E0
1.005576490E1,-4.345366001E0,9.459127426E0,-3.112763166E0
1.007510824E1,-2.471785784E0,9.296415329E0,-3.040978432E0
1.009445152E1,-3.421736360E-1,9.672088623E0,-2.976372242E0
1.011379485E1,3.421736360E-1,1.058375359E1,-3.201297522E0
1.013313819E1,-3.182454109E-1,1.075364399E1,-3.486043453E0
1.015248147E1,-9.714859724E-1,1.074646568E1,-3.421437263E0
1.017182480E1,-7.585247755E-1,1.101446152E1,-2.088634968E0
1.019116813E1,-1.627119333E-1,1.122263718E1,-1.236790180E0
1.021051142E1,1.962114573E-1,1.127049351E1,-1.710569143E0
1.022985475E1,1.220339537E-1,1.186152077E1,-2.378166676E0
1.024919803E1,-2.584248483E-1,1.364417362E1,-3.629612923E0
1.026854136E1,-8.614161611E-1,1.452951813E1,-3.186940670E0
1.028788470E1,-1.746760458E-1,1.352453232E1,-5.601298809E0
1.030722798E1,1.732403636E0,1.251715469E1,-2.823231697E0
1.032657131E1,-5.264210105E-1,1.040189934E1,-2.370988131E0
1.034591464E1,-4.302295208E0,1.030857944E1,-5.531907082E0
1.036525792E1,-6.580262184E0,1.000947666E1,-4.948058128E0
1.038460126E1,-6.812366009E0,7.296015263E0,-3.275175989E-1
1.040394459E1,-7.613961697E0,4.175774574E0,-9.927222729E-1
1.042328787E1,-8.214560509E0,2.831008196E0,-1.899602056E0
1.044263121E1,-8.573483467E0,2.335694075E0,2.108674943E-1
1.046197454E1,-8.970691681E0,1.390529037E0,1.223031521E0
1.048131782E1,-7.843672752E0,5.650052428E-1,1.680060625E0
1.050066115E1,-6.635297298E0,5.315057039E-1,1.589133382E0
1.052000444E1,-5.481956482E0,1.464706540E0,7.348956466E-1
1.053934777E1,-5.513063431E0,2.589333296E0,-7.387840003E-2
1.055869110E1,-6.250052929E0,3.783351660E0,-8.587242365E-1
1.057803438E1,-6.448657036E0,4.436592102E0,-1.442572951E0
1.059737772E1,-6.403193474E0,4.599304199E0,-5.667998791E-1
1.061672105E1,-6.041877270E0,5.802894115E0,1.226321608E-2
1.063606433E1,-4.271188259E0,8.880064011E0,-4.256233275E-1
1.065540766E1,-2.940778971E0,1.125613689E1,-1.490429401E0
1.067475095E1,-3.177668571E0,1.147866917E1,-3.900001764E0
1.069409428E1,-2.596212626E0,1.111974621E1,-4.067499161E0
1.071343761E1,-8.973084688E-1,1.255783272E1,-1.401894927E0
1.073278089E1,-9.571290761E-2,1.238315582E1,-2.722733021E0
1.075212423E1,1.019342422E0,1.098335457E1,-9.137591720E-1
1.077146751E1,2.859423161E0,9.825228691E0,1.271187067E-1
1.079081084E1,4.122833252E0,9.085846901E0,-1.160219908E0
1.081015418E1,2.840280533E0,9.088239670E0,-2.914158821E0
1.082949746E1,2.943171859E-1,9.205488205E0,-2.543271303E0
1.084884079E1,-8.159525394E-1,8.997312546E0,-6.026921868E-1
1.086818407E1,-7.369893789E-1,1.229701424E1,-7.790731430E0
1.088752740E1,1.339023590E1,2.374667168E1,9.270093918E0
1.090687074E1,1.033220863E1,1.498176193E1,9.736694336E0
1.092621402E1,-5.716453075E0,2.534298182E0,-6.410072803E0
1.094555735E1,-1.008335495E1,1.826022744E0,-1.058315563E1
1.096490063E1,-1.133240795E1,6.391528606E0,-9.078069687E0
1.098424397E1,-1.550309753E1,1.095703411E1,-8.836395264E0
1.100358730E1,-8.872586250E0,9.061918259E0,-7.907979965E0
1.102293058E1,-2.770888567E0,7.800900936E0,-4.615455627E0
1.104227392E1,7.704889178E-1,9.662516594E0,1.536491275E0
1.106161720E1,4.606183529E0,1.100728321E1,9.361918271E-2
1.108096053E1,6.209374905E0,1.119153023E1,-3.514757395E0
1.110030381E1,1.332802176E0,9.389735222E0,-4.826024055E0
1.111964714E1,-3.751945972E0,8.315358162E0,-2.801696301E0
1.113899048E1,-5.144568920E0,8.353643417E0,-2.593520641E0
1.115833376E1,-4.493721008E0,8.822636604E0,-2.911766052E0
1.117767709E1,-2.246860504E0,8.966205597E0,-3.495614767E0
1.119702037E1,7.704889178E-1,9.444769859E0,-2.985943556E0
1.121636371E1,2.854637384E0,9.624231339E0,-2.112563372E0
1.123570699E1,2.988635540E0,9.389735222E0,-2.033600092E0
1.125505032E1,9.308080077E-1,9.358628273E0,-1.636391640E0
1.127439360E1,-1.806581140E0,9.303593636E0,-2.095813513E0
1.129373694E1,-3.263810158E0,9.277272224E0,-2.375773668E0
1.131308027E1,-2.400001049E0,9.480662346E0,-2.705983400E0
1.133242355E1,-9.834501147E-1,9.925727844E0,-2.705983400E0
1.135176688E1,-6.675975323E-1,1.039711380E1,-3.139084101E0
1.137111017E1,-1.189232826E0,1.078235817E1,-3.617648840E0
1.139045350E1,-6.221339107E-1,1.080150032E1,-2.957229614E0
1.140979678E1,1.196411345E-2,1.077757263E1,-2.124527454E0
1.142914011E1,2.321037948E-1,1.077039337E1,-1.878066659E0
1.144848345E1,8.949156404E-1,1.076321507E1,-1.976172447E0
1.146782673E1,1.112662554E0,1.096660519E1,-1.789532185E0
1.148717006E1,8.614161611E-2,1.174905872E1,-2.380559444E0
1.150651334E1,-7.992027402E-1,1.434048557E1,-4.280460835E0
1.152585668E1,-2.194218397E0,1.624995804E1,-5.086842060E0
1.154519996E1,8.327022791E-1,1.493869114E1,-4.668097973E0
1.156454329E1,7.465606928E-1,1.150499058E1,-2.000100613E0
1.158388657E1,-2.636890650E0,1.008843899E1,-5.541478157E0
1.160322990E1,-4.070191383E0,9.863513947E0,-3.093620539E0
1.162257319E1,-5.436492920E0,7.226623535E0,-2.093719784E-3
1.164191652E1,-8.894122124E0,4.039383888E0,-1.693819284E0
1.166125985E1,-1.269392395E1,2.838186741E0,-4.227818489E0
1.168060313E1,-1.363191032E1,2.811865807E0,-3.538685560E0
1.169994647E1,-1.193300629E1,2.117947102E0,1.045962572E0
1.171928975E1,-8.559126854E0,6.583253145E-1,2.768795013E0
1.173863308E1,-5.297709465E0,-1.090828061E0,3.613461256E0
1.175797636E1,-2.586641312E0,-1.839781523E0,4.321736813E0
1.177731970E1,-1.658226132E0,-3.681955934E-1,3.477070332E0
1.179666298E1,-3.247060299E0,2.988934517E0,-4.902295470E-1
1.181600631E1,-6.305087566E0,6.011069775E0,-3.935894251E0
1.183534959E1,-6.711867332E0,6.176174164E0,-1.722533226E0
1.185469292E1,-5.541777134E0,6.434599400E0,-1.645065658E-2
1.187403621E1,-3.907479286E0,8.710173607E0,-2.024028778E0
1.189337954E1,-2.397608280E0,1.184237862E1,-2.725125790E0
1.191272282E1,-2.490928411E0,1.366331673E1,-3.402294636E0
1.193206615E1,-1.782652855E0,1.275404358E1,-3.072085142E0
1.195140944E1,-7.082754970E-1,1.192134190E1,-2.318346024E0
1.197075277E1,-8.566305041E-1,1.164855957E1,-3.462115288E0
1.199009610E1,-7.872386575E-1,1.115803146E1,-3.538685560E0
1.200943938E1,9.762716293E-1,1.072253704E1,-1.165005565E0
1.202878272E1,2.091326952E0,9.150452614E0,8.066803217E-1
1.204812600E1,1.619940877E0,8.468498230E0,-1.421037555E0
1.206746933E1,8.973084688E-1,9.511769295E0,-1.727318883E0
1.208681261E1,-5.335994363E-1,9.250951767E0,-1.327717423E0
1.210615595E1,-2.021935225E0,8.573782921E0,-9.879366755E-1
1.212549923E1,-1.600798368E0,1.405813217E1,-8.187939644E0
1.214484256E1,1.504128361E1,2.481865501E1,1.719990921E1
1.216418584E1,7.867600918E0,1.168923759E1,2.527119875E0
1.218352918E1,-5.388636589E0,3.362214804E0,-1.000409222E1
1.220287246E1,-7.776673794E0,3.670889139E0,-9.623633385E0
1.222221579E1,-9.549755096E0,6.860521793E0,-7.898408413E0
1.224155907E1,-1.226800156E1,1.131595707E1,-7.879265785E0
1.226090240E1,-8.133204460E0,9.674481392E0,-4.725525856E0
1.228024569E1,-3.445664644E0,8.250751495E0,-1.961815476E0
1.229958902E1,2.311466694E0,9.746265411E0,1.134497046E0
1.231893230E1,5.793023586E0,1.042582703E1,-2.402094841E0
1.233827563E1,4.436293125E0,9.844371796E0,-4.230211258E0
1.235761892E1,8.063812256E-1,9.104989052E0,-3.766003847E0
1.237696225E1,-1.658226132E0,8.839385986E0,-2.569592476E0
1.239630553E1,-2.586641312E0,8.760422707E0,-2.784946442E0
1.241564886E1,-2.478964329E0,8.612068176E0,-3.316153049E0
1.243499214E1,-9.523434043E-1,9.090632439E0,-3.122334480E0
1.245433542E1,1.818545163E-1,9.449555397E0,-2.650948286E0
1.247367876E1,2.273181528E-1,9.578767776E0,-2.246561289E0
1.249302204E1,-1.083948612E0,9.573982239E0,-1.894816399E0
1.251236537E1,-2.658426046E0,9.250951767E0,-1.827817440E0
1.253170865E1,-2.565105915E0,9.090632439E0,-2.165205479E0
1.255105199E1,-1.339980721E0,9.279664993E0,-2.181955099E0
1.257039527E1,-2.321037948E-1,9.456734657E0,-2.418844700E0
1.258973860E1,2.871387079E-2,9.904191971E0,-2.476272345E0
1.260908188E1,-6.867401004E-1,9.997511864E0,-3.184547901E0
1.262842522E1,-8.279166222E-1,1.032532883E1,-3.476472139E0
1.264776850E1,-1.160519004E0,1.069143105E1,-3.093620539E0
1.266711183E1,-9.499505758E-1,1.044497013E1,-2.373380899E0
1.268645511E1,3.206382394E-1,1.056939697E1,-2.012064695E0
1.270579845E1,3.086741269E-1,1.108146095E1,-1.942672849E0
1.272514173E1,-9.308080077E-1,1.130877876E1,-1.992922187E0
1.274448506E1,-1.174875975E0,1.210558891E1,-2.134098768E0
1.276382834E1,-6.628118753E-1,1.476162243E1,-2.622234583E0
1.278317162E1,-3.876372576E-1,1.626910019E1,-3.754039526E0
1.280251496E1,4.218546391E0,1.545793343E1,-3.548256874E0
1.282185824E1,5.733202934E0,1.171795177E1,-9.592227936E-1
1.284120157E1,1.993221283E0,9.954441071E0,-2.581556559E0
1.286054485E1,-4.572684288E0,8.490034103E0,-4.435994148E0
1.287988819E1,-7.463213921E0,6.927520752E0,-3.746861219E0
1.289923147E1,-9.320044518E0,4.974977493E0,-3.368795156E0
1.291857480E1,-1.276570892E1,3.797708750E0,-6.902994156E0
1.293791808E1,-1.443111324E1,3.185146093E0,-6.613462448E0
1.295726142E1,-1.272024536E1,1.885843396E0,-2.921337366E0
1.297660470E1,-1.034177971E1,7.348956466E-1,-1.856531262E0
1.299594798E1,-7.700103283E0,-1.241276711E-1,-1.531107426E0
1.301529131E1,-5.230710506E0,-4.088735580E-1,-2.724826932E-1
1.303463459E1,-2.991028309E0,6.343970895E-1,1.775773525E0
1.305397793E1,-2.294716835E0,2.129911184E0,2.883650303E0
1.307332121E1,-3.000599623E0,4.046562195E0,1.266102314E0
1.309266454E1,-4.036691666E0,6.063711643E0,-2.033600092E0
1.311200782E1,-5.594419479E0,7.121339321E0,-3.885644913E0
1.313135115E1,-8.707481384E0,8.470890999E0,-6.060720444E0
1.315069444E1,-9.190832138E0,9.250951767E0,-6.721139908E0
1.317003772E1,-7.001399040E0,8.669495583E0,-3.244368315E0
1.318938105E1,-3.768695593E0,7.946863174E0,-1.633998752E0
1.320872433E1,-5.383850932E-1,7.944470406E0,-8.994022012E-1
1.322806767E1,4.426721931E-1,1.098096180E1,-1.406680584E0
1.324741095E1,1.674975827E-2,1.343121243E1,-5.675476074E0
1.326675428E1,9.379864931E-1,1.241187000E1,-4.629812717E0
1.328609756E1,3.359523058E0,1.038514900E1,3.352942765E-1
1.330544089E1,4.941178799E0,8.281858444E0,3.000898600E0
1.332478418E1,3.835694790E0,7.666903019E0,-4.256233275E-1
1.334412746E1,4.929214716E-1,8.274680138E0,-3.766003847E0
1.336347079E1,-2.732603550E0,8.418249130E0,-3.012264490E0
1.338281407E1,-4.809573650E0,1.094746304E1,-4.833202839E0
1.340215740E1,9.604789734E0,2.615385056E1,8.738887787E0
1.342150069E1,1.370608807E1,2.008804512E1,1.159352493E1
1.344084397E1,-3.682554007E0,2.653939486E0,-1.077458096E1
1.346018730E1,-7.546962738E0,4.142574072E-1,-8.640183449E0
1.347953058E1,-6.625725746E0,3.414856911E0,-8.637790680E0
1.349887392E1,-1.435693550E1,1.220847988E1,-1.117896843E1
1.351821720E1,-1.311745358E1,1.145713425E1,-6.625426769E0
1.353756053E1,-5.812166214E0,7.683652401E0,-1.320538998E0
1.355690381E1,5.527420044E-1,8.336893082E0,1.656132340E0
1.357624709E1,5.745167255E0,1.098814106E1,-2.878266573E0
1.359559043E1,5.936593056E0,1.105753231E1,-5.673083305E0
1.361493371E1,1.517049551E0,9.085846901E0,-1.751247048E0
1.363427704E1,-4.498506486E-1,8.322536469E0,-1.421037555E0
1.365362032E1,-2.478964329E0,8.645566940E0,-3.636791229E0
1.367296360E1,-3.661018610E0,8.839385986E0,-2.562413931E0
1.369230694E1,-2.024327993E0,8.877671242E0,-3.182155132E0
1.371165022E1,6.269195080E-1,9.401699066E0,-3.009871721E0
1.373099355E1,2.220539331E0,9.684052467E0,-2.236989975E0
1.375033683E1,1.976471543E0,9.609874725E0,-1.648355722E0
1.376968011E1,8.614161611E-2,9.358628273E0,-1.574178219E0
1.378902345E1,-2.605783939E0,9.258130074E0,-1.861316919E0
1.380836673E1,-4.457828522E0,9.085846901E0,-2.552842617E0
1.382771001E1,-4.261617184E0,9.088239670E0,-2.612663269E0
1.384705334E1,-2.414358139E0,9.428020477E0,-2.739482880E0
1.386639662E1,-3.852444589E-1,1.013150978E1,-2.751446962E0
1.388573996E1,1.938186288E-1,1.054546833E1,-2.816053152E0
1.390508324E1,-3.780659735E-1,1.022243786E1,-3.088835001E0
1.392442657E1,-9.116654396E-1,9.779765129E0,-2.638984203E0
1.394376985E1,-1.641476393E0,9.727123260E0,-3.888037682E0
1.396311313E1,-1.792224169E0,1.037557793E1,-2.495414972E0
1.398245647E1,-1.847259045E0,1.041386318E1,-2.519343138E0
1.400179975E1,-1.957328916E0,1.043779182E1,-2.067099571E0
1.402114303E1,-1.316052437E0,1.148824024E1,-2.543271303E0
1.404048636E1,-7.800601721E-1,1.427827168E1,-2.607877493E0
1.405982964E1,-1.064806104E0,1.542921925E1,-3.139084101E0
1.407917298E1,2.057827473E0,1.543879128E1,-5.436193943E0
1.409851626E1,4.520041943E0,1.319910908E1,-1.624427438E0
1.411785954E1,1.397408366E0,1.066271687E1,-2.251347065E0
1.413720287E1,-4.364508629E0,9.746265411E0,-1.397109270E0
1.415654615E1,-6.381658077E0,8.140681267E0,-1.964208245E0
1.417588944E1,-7.994420528E0,5.434399128E0,-8.994022012E-1
1.419523277E1,-1.228953743E1,2.957827806E0,-4.665705204E0
1.421457605E1,-1.482592869E1,2.541476727E0,-5.079663277E0
1.423391933E1,-1.244267750E1,1.615454435E0,-7.175477147E-1
1.425326267E1,-9.870393753E0,1.024427176E0,1.151545867E-1
1.427260595E1,-6.798008919E0,8.114659786E-1,6.008976102E-1
1.429194928E1,-4.606183529E0,-4.755735025E-2,1.610668778E0
1.431129256E1,-2.895315409E0,-5.234299600E-2,3.278466225E0
1.433063584E1,-1.519442320E0,1.191924810E0,3.280858994E0
1.434997918E1,-1.753939033E0,3.539283752E0,1.749452472E0
1.436932246E1,-3.237488985E0,6.166603088E0,-1.633998752E0
1.438866574E1,-4.960321426E0,7.188338280E0,-1.641177177E0
1.440800907E1,-7.771887779E0,7.695616722E0,-2.359024048E0
1.442735235E1,-8.240880966E0,9.707980156E0,-2.988336325E0
1.444669569E1,-5.723631859E0,1.014586735E1,-2.014457464E0
1.446603897E1,-3.493520975E0,9.361021042E0,-1.887637973E0
1.448538225E1,-1.146162033E0,9.097810745E0,-1.636391640E0
1.450472558E1,1.435693540E-2,1.104078293E1,-2.509771824E0
1.452406886E1,-3.684946895E-1,1.353410435E1,-3.488436222E0
1.454341214E1,-5.264209956E-2,1.297179031E1,-2.686840773E0
1.456275548E1,1.708475351E0,1.051436138E1,5.772684515E-2
1.458209876E1,3.816552162E0,8.762815475E0,-5.021936297E-1
1.460144204E1,4.697110653E0,8.877671242E0,-7.725825906E-1
1.462078537E1,2.218146563E0,9.191130638E0,-2.734697104E0
1.464012865E1,1.818545163E-1,9.112167358E0,-2.440380096E0
1.465947194E1,-3.541377485E-1,1.018654537E1,-1.179362416E0
1.467881527E1,1.031306505E0,1.691276932E1,-3.859323740E0
1.469815855E1,1.296431351E1,2.175345039E1,1.473769379E1
1.471750183E1,6.704689026E0,9.973584175E0,8.234301209E-1
1.473684516E1,-2.952743053E0,3.924528122E0,-9.508777618E0
1.475618845E1,-6.417550564E0,3.824029684E0,-9.989735603E0
1.477553173E1,-1.075334454E1,7.664510250E0,-8.204689980E0
1.479487506E1,-1.549591923E1,1.068425179E1,-6.300003052E0
1.481421834E1,-7.147361279E0,8.686244965E0,-2.100599289E0
1.483356162E1,-1.316052526E-1,8.114360809E0,-1.523928881E0
1.485290496E1,4.589433670E0,9.964012146E0,-7.845467329E-1
1.487224824E1,6.996613503E0,1.071775150E1,-3.533900023E0
1.489159152E1,5.240281582E0,9.954441071E0,-2.426023006E0
1.491093485E1,7.920243144E-1,8.997312546E0,-2.402094841E0
1.493027813E1,-2.306680918E0,8.906385422E0,-3.103191853E0
1.494962142E1,-3.826123476E0,9.112167358E0,-3.277868032E0
1.496896475E1,-3.493520975E0,8.691030502E0,-3.337688446E0
1.498830803E1,-1.184447169E0,8.887242317E0,-3.052942514E0
1.500765131E1,3.924229145E-1,9.310771942E0,-2.292025089E0
1.502699464E1,5.503492355E-1,9.361021042E0,-2.244168520E0
1.504633793E1,-2.368894368E-1,9.428020477E0,-2.117348909E0
1.506568121E1,-1.387837172E0,9.128917694E0,-2.330310106E0
1.508502454E1,-2.053041935E0,9.183952332E0,-2.823231697E0
1.510436782E1,-2.416750908E0,9.406484604E0,-2.598306179E0
1.512371110E1,-1.753939033E0,9.157630920E0,-2.045564175E0
1.514305438E1,-4.211367965E-1,8.851349831E0,-2.263311148E0
1.516239772E1,6.269195080E-1,8.978169441E0,-2.641377211E0
1.518174100E1,4.283152521E-1,9.260522842E0,-3.093620539E0
1.520108428E1,-8.063812256E-1,9.648159981E0,-2.373380899E0
1.522042761E1,-2.239681959E0,9.681659698E0,-2.485843658E0
1.523977089E1,-2.909672260E0,9.487840652E0,-2.571985245E0
1.525911418E1,-2.775674343E0,9.253344536E0,-2.421237469E0
1.527845751E1,-2.124826431E0,9.253344536E0,-2.564806700E0
1.529780079E1,-1.947757602E0,9.535696983E0,-2.744268417E0
1.531714407E1,-2.474178553E0,9.664909363E0,-2.808874607E0
1.533648735E1,-2.880958557E0,9.640981674E0,-2.782553673E0
1.535583069E1,-1.959721804E0,1.016500950E1,-2.985943556E0
1.537517397E1,-2.991028428E-1,1.222044468E1,-3.148655415E0
1.539451725E1,-2.153540403E-2,1.282104301E1,-2.076670885E0
1.541386058E1,-9.643075466E-1,1.225872993E1,-2.653042078E-1
1.543320386E1,-3.290131092E0,1.253151131E1,1.593919039E0
1.545254714E1,-3.802195072E0,1.345514107E1,-2.854338408E0
1.547189043E1,-4.522434771E-1,1.239272785E1,-3.974179268E0
1.549123376E1,-6.747759581E-1,9.095417976E0,-2.801696301E0
1.551057704E1,-3.857230186E0,7.217051983E0,-2.246561289E0
1.552992032E1,-5.754738331E0,5.484648705E0,-1.310967684E0
1.554926365E1,-6.908079147E0,3.407678604E0,-6.002993584E-1
1.556860694E1,-9.090332985E0,2.340479612E0,-2.179562330E0
